user_id,date_listened,sessions,minutes_listened,songs_streamed,playlists_created
user_4,2025-12-09,0,19.1,8,0
user_4,2025-12-10,1,17.4,1,0
user_4,2025-12-11,1,13.6,2,0
user_4,2025-12-12,1,14.7,1,0
user_4,2025-12-13,2,17.1,4,0
user_4,2025-12-14,0,27.4,0,0
user_4,2025-12-15,1,25.7,3,0
user_4,2025-12-16,2,28.3,5,0
user_4,2025-12-17,1,22.8,6,0
user_4,2025-12-18,0,16.6,2,0
user_4,2025-12-19,0,29.5,5,0
user_4,2025-12-20,1,18.4,6,1
user_4,2025-12-21,0,22.9,1,0
user_4,2025-12-22,1,28.7,6,0
user_4,2025-12-23,0,22.4,3,0
user_4,2025-12-24,1,20.9,5,0
user_4,2025-12-25,0,15.6,5,1
user_4,2025-12-26,0,14.7,1,1
user_4,2025-12-27,0,12.7,3,0
user_4,2025-12-28,0,14.2,6,0
user_4,2025-12-29,1,5,1,0
user_4,2025-12-30,0,12.5,5,0
user_5,2025-11-01,1,31.4,6,0
user_5,2025-11-02,1,29.8,6,0
user_5,2025-11-03,1,28.2,7,0
user_5,2025-11-04,0,31.8,12,0
user_5,2025-11-05,1,26.8,3,0
user_5,2025-11-06,0,33.8,8,0
user_5,2025-11-07,1,34.6,7,0
user_5,2025-11-08,1,30,6,1
user_5,2025-11-09,1,26.3,6,0
user_5,2025-11-10,1,12.7,2,0
user_5,2025-11-11,0,24.6,3,0
user_5,2025-11-12,1,27.7,6,1
user_5,2025-11-13,2,34.5,4,0
user_5,2025-11-14,1,18.9,5,0
user_5,2025-11-15,3,12.2,5,0
user_5,2025-11-16,3,20.5,6,0
user_5,2025-11-17,1,21,4,0
user_5,2025-11-18,0,19.6,2,0
user_5,2025-11-19,2,20.8,5,0
user_5,2025-11-20,0,24.8,6,1
user_5,2025-11-21,1,38,8,1
user_5,2025-11-22,2,38.2,10,0
user_5,2025-11-23,0,20.2,7,0
user_5,2025-11-24,1,33.1,11,1
user_5,2025-11-25,1,33.7,6,1
user_5,2025-11-26,1,20.2,9,0
user_5,2025-11-27,0,31.1,3,1
user_5,2025-11-28,0,22.2,6,1
user_5,2025-11-29,2,26.8,6,0
user_5,2025-11-30,2,19.7,6,0
user_5,2025-12-01,1,27.8,5,0
user_5,2025-12-02,0,27.8,8,0
user_5,2025-12-03,0,21.9,3,0
user_5,2025-12-04,0,19.9,6,0
user_5,2025-12-05,0,19.5,5,0
user_5,2025-12-06,2,18.9,4,0
user_5,2025-12-07,0,18.9,2,0
user_5,2025-12-08,1,12.2,2,0
user_5,2025-12-09,0,20.5,2,0
user_5,2025-12-10,2,14.4,3,0
user_5,2025-12-11,1,8.6,4,0
user_5,2025-12-12,1,10.1,3,0
user_5,2025-12-13,0,13.2,1,0
user_5,2025-12-14,0,13.4,3,0
user_5,2025-12-15,1,8.6,2,0
user_5,2025-12-16,0,20.1,1,0
user_5,2025-12-17,0,20.8,0,0
user_5,2025-12-18,0,15.1,3,0
user_5,2025-12-19,0,17.5,3,0
user_5,2025-12-20,1,7.7,6,0
user_5,2025-12-21,0,14.8,1,0
user_5,2025-12-22,0,16.9,2,0
user_5,2025-12-23,0,9.9,1,0
user_5,2025-12-24,0,23.2,4,0
user_5,2025-12-25,1,14.7,2,0
user_5,2025-12-26,1,12.3,1,0
user_5,2025-12-27,0,19.6,2,0
user_5,2025-12-28,0,25.1,0,0
user_5,2025-12-29,0,13.2,4,0
user_5,2025-12-30,0,4.7,1,0
user_6,2025-11-01,2,45.9,11,0
user_6,2025-11-02,3,42.6,10,0
user_6,2025-11-03,4,41.2,11,0
user_6,2025-11-04,0,34.7,8,0
user_6,2025-11-05,0,44.6,5,0
user_6,2025-11-06,2,36.9,11,0
user_6,2025-11-07,0,38,7,0
user_6,2025-11-08,0,40.9,10,0
user_6,2025-11-09,2,40.9,7,0
user_6,2025-11-10,1,30.2,5,0
user_6,2025-11-11,0,33.6,9,0
user_6,2025-11-12,3,41.6,6,0
user_6,2025-11-13,2,33.4,4,0
user_6,2025-11-14,3,33.6,7,0
user_6,2025-11-15,2,33.3,5,0
user_6,2025-11-16,0,31.9,9,0
user_6,2025-11-17,0,29.3,6,1
user_6,2025-11-18,2,31,8,0
user_6,2025-11-19,2,36.7,7,0
user_6,2025-11-20,2,33,3,0
user_6,2025-11-21,0,31.3,9,1
user_6,2025-11-22,0,25.6,5,0
user_6,2025-11-23,0,27.1,7,0
user_6,2025-11-24,2,19.8,5,0
user_6,2025-11-25,2,26.3,1,0
user_6,2025-11-26,0,30.2,6,1
user_6,2025-11-27,2,23.9,7,0
user_6,2025-11-28,0,17,5,1
user_6,2025-11-29,0,25.9,3,0
user_6,2025-11-30,0,24.1,2,0
user_6,2025-12-01,2,18.3,3,0
user_6,2025-12-02,0,18.6,5,0
user_6,2025-12-03,3,25.8,5,1
user_6,2025-12-04,0,20.5,6,0
user_6,2025-12-05,1,26.9,5,0
user_6,2025-12-06,0,28.9,1,0
user_6,2025-12-07,2,15.1,0,0
user_6,2025-12-08,0,21.8,5,0
user_6,2025-12-09,0,13.8,6,0
user_6,2025-12-10,1,20.8,2,0
user_6,2025-12-11,0,21.6,1,1
user_6,2025-12-12,0,20.7,2,0
user_6,2025-12-13,1,16.6,3,0
user_6,2025-12-14,0,15.3,5,0
user_6,2025-12-15,0,15.6,1,0
user_6,2025-12-16,0,22.8,3,0
user_6,2025-12-17,0,22.6,3,0
user_6,2025-12-18,0,13.6,0,0
user_6,2025-12-19,0,17.6,3,0
user_6,2025-12-20,0,20.2,2,0
user_6,2025-12-21,0,18.1,3,0
user_6,2025-12-22,0,11.8,2,0
user_6,2025-12-23,1,19.1,3,0
user_6,2025-12-24,0,25.4,5,0
user_6,2025-12-25,0,21.8,5,0
user_6,2025-12-26,0,14,1,0
user_6,2025-12-27,1,20,1,0
user_6,2025-12-28,0,15.7,3,0
user_6,2025-12-29,0,21.5,3,0
user_6,2025-12-30,0,12.8,6,0
user_7,2025-11-01,0,42.6,12,0
user_7,2025-11-02,4,44.8,10,0
user_7,2025-11-03,0,41.2,11,0
user_7,2025-11-04,1,39.2,9,0
user_7,2025-11-05,1,45,10,0
user_7,2025-11-06,0,41.5,6,1
user_7,2025-11-07,2,34.6,3,0
user_7,2025-11-08,0,37.9,8,1
user_7,2025-11-09,3,36.2,8,0
user_7,2025-11-10,2,40.6,3,0
user_7,2025-11-11,0,33.4,6,0
user_7,2025-11-12,0,36.1,5,0
user_7,2025-11-13,0,34.2,6,0
user_7,2025-11-14,4,31.7,7,1
user_7,2025-11-15,1,27.8,9,0
user_7,2025-11-16,1,30.7,8,0
user_7,2025-11-17,2,40.8,4,0
user_7,2025-11-18,2,37.2,7,0
user_7,2025-11-19,3,43.8,11,1
user_7,2025-11-20,5,43.8,10,0
user_7,2025-11-21,0,42.7,7,0
user_7,2025-11-22,1,37.4,9,0
user_7,2025-11-23,3,41.4,12,0
user_7,2025-11-24,1,48.3,12,0
user_7,2025-11-25,0,37.8,10,0
user_7,2025-11-26,2,42.8,8,0
user_7,2025-11-27,0,40.5,9,0
user_7,2025-11-28,0,38.1,10,0
user_7,2025-11-29,2,42.8,8,0
user_7,2025-11-30,0,40.9,11,1
user_7,2025-12-01,0,42,8,0
user_7,2025-12-02,1,31.4,5,1
user_7,2025-12-03,0,45.3,6,0
user_7,2025-12-04,1,27.1,7,0
user_7,2025-12-05,0,21.2,7,1
user_7,2025-12-06,2,34.8,3,0
user_7,2025-12-07,0,27.9,4,0
user_7,2025-12-08,1,31.4,6,0
user_7,2025-12-09,1,22.1,5,0
user_7,2025-12-10,0,18.1,3,0
user_7,2025-12-11,1,20.1,5,0
user_7,2025-12-12,2,13.7,4,0
user_7,2025-12-13,2,22,6,0
user_7,2025-12-14,1,17.6,10,0
user_7,2025-12-15,0,21.2,7,0
user_7,2025-12-16,3,20.2,2,0
user_7,2025-12-17,1,16.7,1,0
user_7,2025-12-18,1,16.5,2,0
user_7,2025-12-19,0,24.7,8,0
user_7,2025-12-20,3,16.4,2,0
user_7,2025-12-21,2,17.5,5,0
user_7,2025-12-22,0,18,2,0
user_7,2025-12-23,0,22.2,4,0
user_7,2025-12-24,0,17.4,1,0
user_7,2025-12-25,0,20.9,4,0
user_7,2025-12-26,3,14.9,4,0
user_7,2025-12-27,0,7.8,2,0
user_7,2025-12-28,1,13.4,1,0
user_7,2025-12-29,0,16,3,0
user_7,2025-12-30,0,20.1,2,0
user_8,2025-11-01,0,32.9,9,0
user_8,2025-11-02,0,31.1,4,0
user_8,2025-11-03,1,29.4,6,0
user_8,2025-11-04,1,28.1,4,0
user_8,2025-11-05,1,16.3,6,0
user_8,2025-11-06,0,18.8,5,0
user_8,2025-11-07,0,31.4,4,0
user_8,2025-11-08,2,23.1,5,1
user_8,2025-11-09,0,21.9,9,1
user_8,2025-11-10,0,17.2,11,0
user_8,2025-11-11,0,21.6,4,0
user_8,2025-11-12,0,17,6,0
user_8,2025-11-13,2,27.8,2,0
user_8,2025-11-14,1,22.5,9,0
user_8,2025-11-15,0,14.5,0,0
user_8,2025-11-16,1,22.1,3,0
user_8,2025-11-17,0,23.6,6,0
user_8,2025-11-18,1,9.8,4,0
user_8,2025-11-19,1,22.3,6,0
user_8,2025-11-20,0,15.7,5,0
user_8,2025-11-21,1,16,5,0
user_8,2025-11-22,0,19.8,5,0
user_8,2025-11-23,0,16.3,1,0
user_8,2025-11-24,0,19.7,7,0
user_8,2025-11-25,0,13,5,0
user_8,2025-11-26,1,9.5,1,0
user_8,2025-11-27,2,10.5,7,0
user_8,2025-11-28,0,17.1,6,0
user_8,2025-11-29,0,12.6,5,0
user_8,2025-11-30,0,12.2,0,0
user_8,2025-12-01,0,21.8,1,0
user_8,2025-12-02,0,9.2,3,0
user_8,2025-12-03,0,14.9,4,0
user_8,2025-12-04,0,17.1,1,0
user_8,2025-12-05,0,8.3,5,0
user_8,2025-12-06,0,18.7,0,0
user_8,2025-12-07,0,6.2,2,0
user_8,2025-12-08,2,7.3,2,0
user_8,2025-12-09,0,17.5,2,0
user_8,2025-12-10,0,19.1,2,0
user_8,2025-12-11,0,18.5,2,0
user_8,2025-12-12,1,12.8,0,0
user_8,2025-12-13,0,12.1,5,0
user_8,2025-12-14,0,11.7,0,0
user_8,2025-12-15,1,12.8,3,0
user_8,2025-12-16,0,3.8,0,0
user_8,2025-12-17,1,15.1,0,0
user_8,2025-12-18,1,12.4,0,0
user_8,2025-12-19,0,16.4,0,0
user_8,2025-12-20,2,12.4,0,0
user_8,2025-12-21,0,14.7,1,0
user_8,2025-12-22,0,25.2,3,0
user_8,2025-12-23,0,17.3,6,0
user_8,2025-12-24,0,8.5,1,0
user_8,2025-12-25,0,16.3,2,0
user_8,2025-12-26,1,1.5,0,0
user_8,2025-12-27,0,10.4,2,0
user_8,2025-12-28,0,5.9,3,0
user_8,2025-12-29,0,8.7,3,0
user_8,2025-12-30,0,5,6,0
user_9,2025-11-01,2,49.3,12,0
user_9,2025-11-02,4,47.5,5,0
user_9,2025-11-03,1,44.7,7,0
user_9,2025-11-04,3,52.3,10,0
user_9,2025-11-05,2,43.7,8,0
user_9,2025-11-06,1,45.4,6,0
user_9,2025-11-07,2,34.7,9,0
user_9,2025-11-08,1,34.4,7,1
user_9,2025-11-09,1,28.7,7,0
user_9,2025-11-10,3,39.9,6,0
user_9,2025-11-11,2,38,8,0
user_9,2025-11-12,1,35.5,7,0
user_9,2025-11-13,0,35.1,7,0
user_9,2025-11-14,1,37.1,5,0
user_9,2025-11-15,0,38.2,4,0
user_9,2025-11-16,0,37.3,9,0
user_9,2025-11-17,3,55.3,11,0
user_9,2025-11-18,1,54.8,12,1
user_9,2025-11-19,2,47.3,12,0
user_9,2025-11-20,3,57.6,11,0
user_9,2025-11-21,0,48.9,11,0
user_9,2025-11-22,2,42.5,10,0
user_9,2025-11-23,3,36.9,7,1
user_9,2025-11-24,2,50.2,10,0
user_9,2025-11-25,1,35.1,7,0
user_9,2025-11-26,0,40.1,10,1
user_9,2025-11-27,2,41.9,9,0
user_9,2025-11-28,0,42.6,8,0
user_9,2025-11-29,1,39.5,7,1
user_9,2025-11-30,0,34.6,8,0
user_9,2025-12-01,0,32.3,10,0
user_9,2025-12-02,1,22.1,8,0
user_9,2025-12-03,0,22.1,6,0
user_9,2025-12-04,0,21.2,7,0
user_9,2025-12-05,1,21.1,5,0
user_9,2025-12-06,2,20.3,2,0
user_9,2025-12-07,1,18.9,6,0
user_9,2025-12-08,0,23.6,5,0
user_9,2025-12-09,0,12.3,4,1
user_9,2025-12-10,0,29.2,9,0
user_9,2025-12-11,0,28.5,6,0
user_9,2025-12-12,1,17.8,3,0
user_9,2025-12-13,0,24.8,5,0
user_9,2025-12-14,0,20,2,0
user_9,2025-12-15,1,10.7,6,0
user_9,2025-12-16,0,18.1,7,0
user_9,2025-12-17,1,15.1,4,0
user_9,2025-12-18,0,20.8,3,0
user_9,2025-12-19,0,26.7,5,0
user_9,2025-12-20,1,14.8,3,0
user_9,2025-12-21,1,17.9,6,0
user_9,2025-12-22,0,23.1,1,0
user_9,2025-12-23,0,3.7,3,0
user_9,2025-12-24,0,15.5,3,0
user_9,2025-12-25,0,13.9,1,0
user_9,2025-12-26,0,27.8,7,0
user_9,2025-12-27,0,14,3,0
user_9,2025-12-28,0,20.6,3,0
user_9,2025-12-29,1,7.3,1,0
user_9,2025-12-30,0,22.1,3,0
user_10,2025-11-01,3,47.6,9,0
user_10,2025-11-02,0,48.2,8,0
user_10,2025-11-03,1,40.9,12,0
user_10,2025-11-04,2,46.3,7,0
user_10,2025-11-05,0,50.3,7,0
user_10,2025-11-06,0,44,8,0
user_10,2025-11-07,1,42.5,10,0
user_10,2025-11-08,1,39.2,6,0
user_10,2025-11-09,1,45.2,5,1
user_10,2025-11-10,0,32.5,7,0
user_10,2025-11-11,2,33.8,8,1
user_10,2025-11-12,2,34.2,9,0
user_10,2025-11-13,1,34.9,6,1
user_10,2025-11-14,2,52.1,13,0
user_10,2025-11-15,4,54.2,9,0
user_10,2025-11-16,3,52.4,11,0
user_10,2025-11-17,1,45.2,10,0
user_10,2025-11-18,1,52.7,12,0
user_10,2025-11-19,2,42.9,12,0
user_10,2025-11-20,0,45.1,12,0
user_10,2025-11-21,0,50.6,11,0
user_10,2025-11-22,3,46.2,10,0
user_10,2025-11-23,0,49.3,8,0
user_10,2025-11-24,2,36,10,0
user_10,2025-11-25,1,45,8,0
user_10,2025-11-26,2,36.1,8,0
user_10,2025-11-27,0,39.2,8,1
user_10,2025-11-28,2,33.3,7,0
user_10,2025-11-29,1,28,5,0
user_10,2025-11-30,1,17.6,3,0
user_10,2025-12-01,2,34,9,0
user_10,2025-12-02,1,24.6,4,0
user_10,2025-12-03,3,25.1,7,0
user_10,2025-12-04,3,24.1,2,0
user_10,2025-12-05,2,18.6,6,0
user_10,2025-12-06,2,19.6,8,0
user_10,2025-12-07,1,24.5,2,0
user_10,2025-12-08,1,17,7,0
user_10,2025-12-09,0,26.7,3,0
user_10,2025-12-10,1,20.3,5,0
user_10,2025-12-11,2,23.9,3,0
user_10,2025-12-12,0,24.1,4,0
user_10,2025-12-13,0,27.7,4,0
user_10,2025-12-14,2,16.7,7,0
user_10,2025-12-15,2,17.2,0,0
user_10,2025-12-16,0,20.6,3,0
user_10,2025-12-17,0,22.1,5,0
user_10,2025-12-18,0,12.2,6,0
user_10,2025-12-19,1,16.6,2,0
user_10,2025-12-20,0,22.9,3,0
user_10,2025-12-21,0,15.4,1,0
user_10,2025-12-22,1,14.2,4,0
user_10,2025-12-23,0,16.5,5,0
user_10,2025-12-24,0,12.7,2,0
user_10,2025-12-25,1,6.3,5,0
user_10,2025-12-26,0,10.6,1,0
user_10,2025-12-27,1,19.4,0,0
user_10,2025-12-28,0,19.2,8,0
user_10,2025-12-29,0,17.3,6,0
user_10,2025-12-30,0,19.8,4,0
user_11,2025-11-01,0,35,9,0
user_11,2025-11-02,1,23.9,8,0
user_11,2025-11-03,4,22.5,10,0
user_11,2025-11-04,0,28.5,7,0
user_11,2025-11-05,0,30.5,5,0
user_11,2025-11-06,1,21,9,0
user_11,2025-11-07,1,29.5,11,0
user_11,2025-11-08,1,24.3,5,0
user_11,2025-11-09,2,31.1,6,0
user_11,2025-11-10,0,25.1,4,1
user_11,2025-11-11,1,27.4,4,0
user_11,2025-11-12,1,20.6,7,0
user_11,2025-11-13,0,21,3,0
user_11,2025-11-14,1,15.3,8,0
user_11,2025-11-15,3,24.6,3,0
user_11,2025-11-16,0,21.6,7,0
user_11,2025-11-17,2,20.7,8,1
user_11,2025-11-18,0,28.7,4,0
user_11,2025-11-19,1,23.4,4,0
user_11,2025-11-20,1,31.2,3,0
user_11,2025-11-21,0,20.8,6,0
user_11,2025-11-22,0,20.9,0,0
user_11,2025-11-23,0,17.8,4,0
user_11,2025-11-24,0,26.8,4,0
user_11,2025-11-25,1,8.3,1,0
user_11,2025-11-26,1,15.6,3,0
user_11,2025-11-27,0,11.3,4,0
user_11,2025-11-28,1,19.6,4,0
user_11,2025-11-29,1,13.1,4,1
user_11,2025-11-30,1,20.3,7,0
user_11,2025-12-01,2,17,5,0
user_11,2025-12-02,0,16.3,0,0
user_11,2025-12-03,0,10.3,3,0
user_11,2025-12-04,1,12.4,4,0
user_11,2025-12-05,0,13.1,1,0
user_11,2025-12-06,1,13.4,2,0
user_11,2025-12-07,0,12.9,0,0
user_11,2025-12-08,1,9.9,1,0
user_11,2025-12-09,0,16.7,1,0
user_11,2025-12-10,1,16.9,5,0
user_11,2025-12-11,1,7,6,1
user_11,2025-12-12,0,17.3,1,1
user_11,2025-12-13,0,17.2,0,0
user_11,2025-12-14,0,9,1,0
user_11,2025-12-15,0,14.3,4,0
user_11,2025-12-16,0,13.9,3,0
user_11,2025-12-17,0,16.5,4,0
user_11,2025-12-18,0,8.3,1,0
user_11,2025-12-19,0,15,2,0
user_11,2025-12-20,2,8.6,0,0
user_11,2025-12-21,0,13.3,1,0
user_11,2025-12-22,0,9.5,3,0
user_11,2025-12-23,0,15.5,4,0
user_11,2025-12-24,0,16.2,2,0
user_11,2025-12-25,0,8.8,0,0
user_11,2025-12-26,0,17.2,1,0
user_11,2025-12-27,0,16.8,2,0
user_11,2025-12-28,0,14.7,2,0
user_11,2025-12-29,0,12.1,4,0
user_11,2025-12-30,0,6.6,4,0
user_12,2025-11-01,0,39.8,13,0
user_12,2025-11-02,1,51.1,10,0
user_12,2025-11-03,0,44.7,11,1
user_12,2025-11-04,2,41.8,11,0
user_12,2025-11-05,1,36.5,7,0
user_12,2025-11-06,0,35.9,10,0
user_12,2025-11-07,0,44.3,7,1
user_12,2025-11-08,0,29.4,3,1
